1,128N,1513659312
1,127N,1513659402
1,126N,1513659522
1,125N,1513659642
1,124N,1513659732
1,123N,1513659792
1,122N,1513659882
1,121N,1513659972
1,120N,1513660062
1,113N,1513660752
1,112N,1513660872
1,111N,1513660992
1,110N,1513661082
1,109N,1513661142
1,108N,1513661232
1,107N,1513661322
1,106N,1513661412
1,104N,1513661502
1,103N,1513661592
1,101N,1513661892
1,106N,1513659300
1,104N,1513659390
1,103N,1513659480
1,101N,1513659750
1,138S,1513659304
1,139S,1513659394
1,142S,1513659514
1,110N,1513659283
1,109N,1513659373
1,108N,1513659463
1,107N,1513659553
1,106N,1513659643
1,104N,1513659733
1,103N,1513659823
1,101N,1513660123
1,127S,1513659310
1,128S,1513659430
1,129S,1513659490
1,130S,1513659550
1,131S,1513659610
1,132S,1513659670
1,133S,1513659760
1,134S,1513659850
1,135S,1513659940
1,136S,1513660000
1,137S,1513660090
1,138S,1513660360
1,139S,1513660450
1,142S,1513660570
1,113N,1513659604
1,112N,1513659724
1,111N,1513659844
1,110N,1513659934
1,109N,1513659994
1,108N,1513660084
1,107N,1513660174
1,106N,1513660264
1,104N,1513660354
1,103N,1513660444
1,101N,1513660714
1,119S,1513659268
1,120S,1513659388
1,121S,1513659508
1,122S,1513659598
1,123S,1513659688
1,127S,1513659928
1,128S,1513660048
1,129S,1513660108
1,130S,1513660168
1,131S,1513660228
1,132S,1513660288
1,133S,1513660378
1,134S,1513660468
1,135S,1513660558
1,136S,1513660618
1,137S,1513660708
1,138S,1513660978
1,139S,1513661068
1,142S,1513661188
1,113S,1513659335
1,114S,1513659455
1,115S,1513659545
1,116S,1513659635
1,117S,1513659785
1,118S,1513659845
1,119S,1513659905
1,120S,1513660025
1,121S,1513660145
1,122S,1513660235
1,123S,1513660325
1,127S,1513660565
1,128S,1513660685
1,129S,1513660745
1,130S,1513660805
1,131S,1513660865
1,132S,1513660925
1,133S,1513661015
1,134S,1513661105
1,135S,1513661195
1,136S,1513661255
1,137S,1513661345
1,138S,1513661615
1,139S,1513661705
1,142S,1513661825
1,131N,1513659321
1,130N,1513659381
1,129N,1513659441
1,128N,1513659531
1,127N,1513659621
1,126N,1513659741
1,125N,1513659861
1,124N,1513659951
1,123N,1513660011
1,122N,1513660101
1,121N,1513660191
1,120N,1513660281
1,113N,1513660971
1,112N,1513661091
1,111N,1513661211
1,110N,1513661301
1,109N,1513661361
1,108N,1513661451
1,107N,1513661541
1,106N,1513661631
1,104N,1513661721
1,103N,1513661811
1,101N,1513662111
1,135N,1513659288
1,134N,1513659378
1,133N,1513659468
1,132N,1513659558
1,131N,1513659618
1,130N,1513659678
1,129N,1513659738
1,128N,1513659828
1,127N,1513659918
1,126N,1513660038
1,125N,1513660158
1,124N,1513660248
1,123N,1513660308
1,122N,1513660398
1,121N,1513660488
1,120N,1513660578
1,113N,1513661268
1,112N,1513661388
1,111N,1513661508
1,110N,1513661598
1,109N,1513661658
1,108N,1513661748
1,107N,1513661838
1,106N,1513661928
1,104N,1513662018
1,103N,1513662108
1,101N,1513662408
1,104S,1513659300
1,106S,1513659390
1,107S,1513659480
1,108S,1513659540
1,109S,1513659630
1,110S,1513659720
1,111S,1513659810
1,112S,1513659930
1,113S,1513660020
1,114S,1513660140
1,115S,1513660230
1,116S,1513660320
1,117S,1513660470
1,118S,1513660530
1,119S,1513660590
1,120S,1513660710
1,121S,1513660830
1,122S,1513660920
1,123S,1513661010
1,127S,1513661250
1,128S,1513661370
1,129S,1513661430
1,130S,1513661490
1,131S,1513661550
1,132S,1513661610
1,133S,1513661700
1,134S,1513661790
1,135S,1513661880
1,136S,1513661940
1,137S,1513662030
1,138S,1513662300
1,139S,1513662390
1,142S,1513662510
